# Q2	x	y	z	pT	obs	target	hadron	value	error
1.1482E+00	8.9086E-02	6.2572E-01	3.2203E-01	1.6457E-01	AUTcollins	neutron	pi+	-1.6036E-02	3.4938E-03
1.3000E+00	1.0568E-01	5.9616E-01	3.2273E-01	1.5387E-01	AUTcollins	neutron	pi+	-1.5089E-02	2.9535E-03
1.4022E+00	1.1760E-01	5.7775E-01	3.2304E-01	1.4781E-01	AUTcollins	neutron	pi+	-1.4441E-02	2.8181E-03
1.4821E+00	1.2784E-01	5.6176E-01	3.2319E-01	1.4294E-01	AUTcollins	neutron	pi+	-1.3862E-02	2.7741E-03
1.5405E+00	1.3700E-01	5.4479E-01	3.2343E-01	1.3813E-01	AUTcollins	neutron	pi+	-1.3281E-02	2.8259E-03
1.5877E+00	1.4592E-01	5.2721E-01	3.2352E-01	1.3343E-01	AUTcollins	neutron	pi+	-1.2691E-02	2.8464E-03
1.6259E+00	1.5510E-01	5.0795E-01	3.2367E-01	1.2877E-01	AUTcollins	neutron	pi+	-1.2092E-02	2.9387E-03
1.6615E+00	1.6476E-01	4.8863E-01	3.2378E-01	1.2422E-01	AUTcollins	neutron	pi+	-1.1482E-02	3.0475E-03
1.6938E+00	1.7532E-01	4.6816E-01	3.2399E-01	1.1953E-01	AUTcollins	neutron	pi+	-1.0840E-02	3.2255E-03
1.7226E+00	1.8772E-01	4.4472E-01	3.2401E-01	1.1476E-01	AUTcollins	neutron	pi+	-1.0142E-02	3.3469E-03
1.7518E+00	2.0389E-01	4.1646E-01	3.2412E-01	1.1108E-01	AUTcollins	neutron	pi+	-9.4588E-03	3.5174E-03
1.7826E+00	2.2694E-01	3.8095E-01	3.2409E-01	1.1184E-01	AUTcollins	neutron	pi+	-8.9641E-03	3.3909E-03
1.8339E+00	2.6459E-01	3.3657E-01	3.2396E-01	1.2423E-01	AUTcollins	neutron	pi+	-8.8729E-03	3.9468E-03
1.0653E+00	6.4820E-02	7.9749E-01	3.2147E-01	3.3984E-01	AUTcollins	neutron	pi+	-3.0927E-02	3.3899E-03
1.1065E+00	7.1850E-02	7.4623E-01	3.2229E-01	3.2542E-01	AUTcollins	neutron	pi+	-3.0313E-02	3.3003E-03
1.1340E+00	7.6314E-02	7.2000E-01	3.2257E-01	3.2053E-01	AUTcollins	neutron	pi+	-3.0178E-02	3.2314E-03
1.1574E+00	8.0088E-02	7.0017E-01	3.2277E-01	3.1714E-01	AUTcollins	neutron	pi+	-3.0082E-02	3.2358E-03
1.1780E+00	8.3370E-02	6.8457E-01	3.2298E-01	3.1452E-01	AUTcollins	neutron	pi+	-3.0003E-02	3.2466E-03
1.2062E+00	8.6452E-02	6.7595E-01	3.2308E-01	3.1260E-01	AUTcollins	neutron	pi+	-2.9927E-02	3.2308E-03
1.2372E+00	8.9451E-02	6.7007E-01	3.2314E-01	3.1105E-01	AUTcollins	neutron	pi+	-2.9854E-02	3.2812E-03
1.2665E+00	9.2352E-02	6.6438E-01	3.2317E-01	3.0968E-01	AUTcollins	neutron	pi+	-2.9778E-02	3.2809E-03
1.2947E+00	9.5198E-02	6.5885E-01	3.2332E-01	3.0855E-01	AUTcollins	neutron	pi+	-2.9722E-02	3.3180E-03
1.3238E+00	9.8097E-02	6.5378E-01	3.2337E-01	3.0718E-01	AUTcollins	neutron	pi+	-2.9620E-02	3.2808E-03
1.3528E+00	1.0110E-01	6.4828E-01	3.2338E-01	3.0589E-01	AUTcollins	neutron	pi+	-2.9510E-02	3.3004E-03
1.3830E+00	1.0415E-01	6.4332E-01	3.2345E-01	3.0465E-01	AUTcollins	neutron	pi+	-2.9397E-02	3.3018E-03
